"player","statCategory","dkLine","probabilityOver","probabilityUnder","moreDraftableId","lessDraftableId","summaryMore","summaryLess","maxProb","etrLine","diff","percentageDiff","etrPoints","etrAssists","etrRebounds","etrThreePtMade","etrTurnovers","etrSteals","etrBlocks","etrMinutes","etrPosition","etrTeam","etrOpponent"
"Nikola Jovic","Points + Assists + Rebounds",14.5,"0.522","0.478",50567776,50567777,"50567776: Nikola Jovic / OVER 14.5 Points + Assists + Rebounds / 52.2%","50567777: Nikola Jovic / UNDER 14.5 Points + Assists + Rebounds / 47.8%",0.5218,15.299999999999999,0.7999999999999989,0.05517241379310338,8.5,2.1,4.7,1.48,1.22,0.79,0.39,26,"PF","MIA","ORL"
"Alperen Sengun","Assists",4.5,"0.485","0.515",50563374,50563375,"50563374: Alperen Sengun / OVER 4.5 Assists / 48.5%","50563375: Alperen Sengun / UNDER 4.5 Assists / 51.5%",0.515,4.6,0.09999999999999964,0.022222222222222143,21.7,4.6,8.7,0.44,2.44,0.95,0.79,31,"C","HOU","CHA"
"Alperen Sengun","Points",21.5,"0.475","0.525",50571354,50571355,"50571354: Alperen Sengun / OVER 21.5 Points / 47.5%","50571355: Alperen Sengun / UNDER 21.5 Points / 52.5%",0.525,21.7,0.1999999999999993,0.009302325581395316,21.7,4.6,8.7,0.44,2.44,0.95,0.79,31,"C","HOU","CHA"
"Alperen Sengun","Rebounds",9.5,"0.379","0.621",50563398,50563399,"50563398: Alperen Sengun / OVER 9.5 Rebounds / 37.9%","50563399: Alperen Sengun / UNDER 9.5 Rebounds / 62.1%",0.6211,8.7,-0.8000000000000007,-0.08421052631578956,21.7,4.6,8.7,0.44,2.44,0.95,0.79,31,"C","HOU","CHA"
"Alperen Sengun","Blocks",0.5,"0.514","0.486",50567502,50567503,"50567502: Alperen Sengun / OVER 0.5 Blocks / 51.4%","50567503: Alperen Sengun / UNDER 0.5 Blocks / 48.6%",0.5135000000000001,0.79,0.29000000000000004,0.5800000000000001,21.7,4.6,8.7,0.44,2.44,0.95,0.79,31,"C","HOU","CHA"
"Alperen Sengun","Points + Assists",26.5,"0.456","0.544",50571392,50571393,"50571392: Alperen Sengun / OVER 26.5 Points + Assists / 45.6%","50571393: Alperen Sengun / UNDER 26.5 Points + Assists / 54.4%",0.5441,26.299999999999997,-0.20000000000000284,-0.007547169811320862,21.7,4.6,8.7,0.44,2.44,0.95,0.79,31,"C","HOU","CHA"
"Alperen Sengun","Points + Rebounds",31.5,"0.414","0.586",50571168,50571169,"50571168: Alperen Sengun / OVER 31.5 Points + Rebounds / 41.4%","50571169: Alperen Sengun / UNDER 31.5 Points + Rebounds / 58.6%",0.5856,30.4,-1.1000000000000014,-0.03492063492063496,21.7,4.6,8.7,0.44,2.44,0.95,0.79,31,"C","HOU","CHA"
"Alperen Sengun","Points + Assists + Rebounds",36.5,"0.399","0.601",50571378,50571379,"50571378: Alperen Sengun / OVER 36.5 Points + Assists + Rebounds / 39.9%","50571379: Alperen Sengun / UNDER 36.5 Points + Assists + Rebounds / 60.1%",0.601,35,-1.5,-0.0410958904109589,21.7,4.6,8.7,0.44,2.44,0.95,0.79,31,"C","HOU","CHA"
"Alperen Sengun","Assists + Rebounds",14.5,"0.374","0.626",50567564,50567565,"50567564: Alperen Sengun / OVER 14.5 Assists + Rebounds / 37.4%","50567565: Alperen Sengun / UNDER 14.5 Assists + Rebounds / 62.6%",0.6265,13.299999999999999,-1.200000000000001,-0.08275862068965524,21.7,4.6,8.7,0.44,2.44,0.95,0.79,31,"C","HOU","CHA"
"Alperen Sengun","Turnovers",2.5,"0.441","0.559",50573208,50573209,"50573208: Alperen Sengun / OVER 2.5 Turnovers / 44.1%","50573209: Alperen Sengun / UNDER 2.5 Turnovers / 55.9%",0.5592,2.44,-0.06000000000000005,-0.02400000000000002,21.7,4.6,8.7,0.44,2.44,0.95,0.79,31,"C","HOU","CHA"
"Tyler Herro","Points",17.5,"0.480","0.520",50571296,50571297,"50571296: Tyler Herro / OVER 17.5 Points / 48.0%","50571297: Tyler Herro / UNDER 17.5 Points / 52.0%",0.5202,17.5,0,0,17.5,4.3,5,2.57,2.04,0.8,0.18,33,"SG/PG","MIA","ORL"
"Tyler Herro","Steals",0.5,"0.530","0.470",50567728,50567729,"50567728: Tyler Herro / OVER 0.5 Steals / 53.0%","50567729: Tyler Herro / UNDER 0.5 Steals / 47.0%",0.5298,0.8,0.30000000000000004,0.6000000000000001,17.5,4.3,5,2.57,2.04,0.8,0.18,33,"SG/PG","MIA","ORL"
"Tyler Herro","Points + Rebounds",21.5,"0.529","0.471",50571304,50571305,"50571304: Tyler Herro / OVER 21.5 Points + Rebounds / 52.9%","50571305: Tyler Herro / UNDER 21.5 Points + Rebounds / 47.1%",0.5294,22.5,1,0.046511627906976744,17.5,4.3,5,2.57,2.04,0.8,0.18,33,"SG/PG","MIA","ORL"
"Tyler Herro","Assists + Rebounds",8.5,"0.555","0.445",50571620,50571621,"50571620: Tyler Herro / OVER 8.5 Assists + Rebounds / 55.5%","50571621: Tyler Herro / UNDER 8.5 Assists + Rebounds / 44.5%",0.5550999999999999,9.3,0.8000000000000007,0.09411764705882361,17.5,4.3,5,2.57,2.04,0.8,0.18,33,"SG/PG","MIA","ORL"
"Tyler Herro","Points + Assists + Rebounds",26.5,"0.494","0.506",50571308,50571309,"50571308: Tyler Herro / OVER 26.5 Points + Assists + Rebounds / 49.4%","50571309: Tyler Herro / UNDER 26.5 Points + Assists + Rebounds / 50.6%",0.5065,26.8,0.3000000000000007,0.011320754716981159,17.5,4.3,5,2.57,2.04,0.8,0.18,33,"SG/PG","MIA","ORL"
"Tyler Herro","Points + Assists",21.5,"0.504","0.496",50571320,50571321,"50571320: Tyler Herro / OVER 21.5 Points + Assists / 50.4%","50571321: Tyler Herro / UNDER 21.5 Points + Assists / 49.6%",0.5039,21.8,0.3000000000000007,0.013953488372093056,17.5,4.3,5,2.57,2.04,0.8,0.18,33,"SG/PG","MIA","ORL"
"Tyler Herro","Assists",4.5,"0.428","0.572",50573238,50573239,"50573238: Tyler Herro / OVER 4.5 Assists / 42.9%","50573239: Tyler Herro / UNDER 4.5 Assists / 57.1%",0.5715,4.3,-0.20000000000000018,-0.04444444444444448,17.5,4.3,5,2.57,2.04,0.8,0.18,33,"SG/PG","MIA","ORL"
"Jarrett Allen","Points",15.5,"0.482","0.518",50563368,50563369,"50563368: Jarrett Allen / OVER 15.5 Points / 48.2%","50563369: Jarrett Allen / UNDER 15.5 Points / 51.8%",0.5184,15.7,0.1999999999999993,0.012903225806451568,15.7,2.4,10.9,0.02,1.58,0.63,1.21,31.5,"C/PF","CLE","TOR"
"Jarrett Allen","Assists",2.5,"0.416","0.584",50567348,50567349,"50567348: Jarrett Allen / OVER 2.5 Assists / 41.6%","50567349: Jarrett Allen / UNDER 2.5 Assists / 58.4%",0.5835,2.4,-0.10000000000000009,-0.040000000000000036,15.7,2.4,10.9,0.02,1.58,0.63,1.21,31.5,"C/PF","CLE","TOR"
"Jarrett Allen","Rebounds",10.5,"0.510","0.490",50567356,50567357,"50567356: Jarrett Allen / OVER 10.5 Rebounds / 51.0%","50567357: Jarrett Allen / UNDER 10.5 Rebounds / 49.0%",0.5097,10.9,0.40000000000000036,0.038095238095238126,15.7,2.4,10.9,0.02,1.58,0.63,1.21,31.5,"C/PF","CLE","TOR"
"Jarrett Allen","Points + Assists",18.5,"0.445","0.555",50567390,50567391,"50567390: Jarrett Allen / OVER 18.5 Points + Assists / 44.5%","50567391: Jarrett Allen / UNDER 18.5 Points + Assists / 55.5%",0.5546,18.099999999999998,-0.40000000000000213,-0.021621621621621737,15.7,2.4,10.9,0.02,1.58,0.63,1.21,31.5,"C/PF","CLE","TOR"
"Jarrett Allen","Points + Assists + Rebounds",29.5,"0.443","0.557",50567394,50567395,"50567394: Jarrett Allen / OVER 29.5 Points + Assists + Rebounds / 44.3%","50567395: Jarrett Allen / UNDER 29.5 Points + Assists + Rebounds / 55.7%",0.5572,29,-0.5,-0.01694915254237288,15.7,2.4,10.9,0.02,1.58,0.63,1.21,31.5,"C/PF","CLE","TOR"
"Jarrett Allen","Points + Rebounds",26.5,"0.472","0.528",50569458,50569459,"50569458: Jarrett Allen / OVER 26.5 Points + Rebounds / 47.2%","50569459: Jarrett Allen / UNDER 26.5 Points + Rebounds / 52.8%",0.5283,26.6,0.10000000000000142,0.003773584905660431,15.7,2.4,10.9,0.02,1.58,0.63,1.21,31.5,"C/PF","CLE","TOR"
"Jarrett Allen","Assists + Rebounds",13.5,"0.456","0.544",50567408,50567409,"50567408: Jarrett Allen / OVER 13.5 Assists + Rebounds / 45.6%","50567409: Jarrett Allen / UNDER 13.5 Assists + Rebounds / 54.4%",0.5443,13.3,-0.1999999999999993,-0.014814814814814762,15.7,2.4,10.9,0.02,1.58,0.63,1.21,31.5,"C/PF","CLE","TOR"
"Evan Mobley","Points",16.5,"0.450","0.550",50563358,50563359,"50563358: Evan Mobley / OVER 16.5 Points / 45.0%","50563359: Evan Mobley / UNDER 16.5 Points / 55.0%",0.55,16.2,-0.3000000000000007,-0.018181818181818226,16.2,3.5,9.7,0.44,1.94,0.77,1.38,32.5,"PF/C","CLE","TOR"
"Evan Mobley","Rebounds",9.5,"0.495","0.505",50565444,50565445,"50565444: Evan Mobley / OVER 9.5 Rebounds / 49.5%","50565445: Evan Mobley / UNDER 9.5 Rebounds / 50.5%",0.505,9.7,0.1999999999999993,0.021052631578947295,16.2,3.5,9.7,0.44,1.94,0.77,1.38,32.5,"PF/C","CLE","TOR"
"Evan Mobley","Points + Assists",19.5,"0.482","0.518",50567370,50567371,"50567370: Evan Mobley / OVER 19.5 Points + Assists / 48.2%","50567371: Evan Mobley / UNDER 19.5 Points + Assists / 51.8%",0.5178,19.7,0.1999999999999993,0.01025641025641022,16.2,3.5,9.7,0.44,1.94,0.77,1.38,32.5,"PF/C","CLE","TOR"
"Evan Mobley","Points + Rebounds",25.5,"0.491","0.509",50567382,50567383,"50567382: Evan Mobley / OVER 25.5 Points + Rebounds / 49.1%","50567383: Evan Mobley / UNDER 25.5 Points + Rebounds / 50.9%",0.5093,25.9,0.3999999999999986,0.015686274509803866,16.2,3.5,9.7,0.44,1.94,0.77,1.38,32.5,"PF/C","CLE","TOR"
"Evan Mobley","Assists + Rebounds",12.5,"0.535","0.465",50567412,50567413,"50567412: Evan Mobley / OVER 12.5 Assists + Rebounds / 53.5%","50567413: Evan Mobley / UNDER 12.5 Assists + Rebounds / 46.5%",0.5346,13.2,0.6999999999999993,0.055999999999999946,16.2,3.5,9.7,0.44,1.94,0.77,1.38,32.5,"PF/C","CLE","TOR"
"Evan Mobley","Points + Assists + Rebounds",29.5,"0.467","0.533",50570094,50570095,"50570094: Evan Mobley / OVER 29.5 Points + Assists + Rebounds / 46.7%","50570095: Evan Mobley / UNDER 29.5 Points + Assists + Rebounds / 53.3%",0.5329,29.4,-0.10000000000000142,-0.0033898305084746243,16.2,3.5,9.7,0.44,1.94,0.77,1.38,32.5,"PF/C","CLE","TOR"
"Evan Mobley","Turnovers",1.5,"0.580","0.420",50573158,50573159,"50573158: Evan Mobley / OVER 1.5 Turnovers / 58.0%","50573159: Evan Mobley / UNDER 1.5 Turnovers / 42.0%",0.5803,1.94,0.43999999999999995,0.2933333333333333,16.2,3.5,9.7,0.44,1.94,0.77,1.38,32.5,"PF/C","CLE","TOR"
"Taylor Hendricks","Points",7.5,"0.511","0.489",50563420,50563421,"50563420: Taylor Hendricks / OVER 7.5 Points / 51.1%","50563421: Taylor Hendricks / UNDER 7.5 Points / 48.9%",0.5111,8.1,0.5999999999999996,0.07999999999999995,8.1,1.1,5.1,1.57,0.8,0.96,0.98,25,"PF","UTA","MEM"
"Taylor Hendricks","Points + Rebounds",13.5,"0.440","0.560",50570066,50570067,"50570066: Taylor Hendricks / OVER 13.5 Points + Rebounds / 44.0%","50570067: Taylor Hendricks / UNDER 13.5 Points + Rebounds / 56.0%",0.5596,13.2,-0.3000000000000007,-0.022222222222222275,8.1,1.1,5.1,1.57,0.8,0.96,0.98,25,"PF","UTA","MEM"
"Taylor Hendricks","Assists + Rebounds",6.5,"0.426","0.574",50567690,50567691,"50567690: Taylor Hendricks / OVER 6.5 Assists + Rebounds / 42.6%","50567691: Taylor Hendricks / UNDER 6.5 Assists + Rebounds / 57.4%",0.5742,6.199999999999999,-0.3000000000000007,-0.04615384615384626,8.1,1.1,5.1,1.57,0.8,0.96,0.98,25,"PF","UTA","MEM"
"Taylor Hendricks","Points + Assists + Rebounds",14.5,"0.450","0.550",50569206,50569207,"50569206: Taylor Hendricks / OVER 14.5 Points + Assists + Rebounds / 45.0%","50569207: Taylor Hendricks / UNDER 14.5 Points + Assists + Rebounds / 55.0%",0.5504,14.299999999999999,-0.20000000000000107,-0.013793103448275935,8.1,1.1,5.1,1.57,0.8,0.96,0.98,25,"PF","UTA","MEM"
"Taylor Hendricks","Points + Assists",9.5,"0.436","0.564",50570472,50570473,"50570472: Taylor Hendricks / OVER 9.5 Points + Assists / 43.6%","50570473: Taylor Hendricks / UNDER 9.5 Points + Assists / 56.4%",0.564,9.2,-0.3000000000000007,-0.03157894736842113,8.1,1.1,5.1,1.57,0.8,0.96,0.98,25,"PF","UTA","MEM"
"Taylor Hendricks","Rebounds",5.5,"0.403","0.597",50573220,50573221,"50573220: Taylor Hendricks / OVER 5.5 Rebounds / 40.3%","50573221: Taylor Hendricks / UNDER 5.5 Rebounds / 59.7%",0.5974,5.1,-0.40000000000000036,-0.0727272727272728,8.1,1.1,5.1,1.57,0.8,0.96,0.98,25,"PF","UTA","MEM"
"Taylor Hendricks","Blocks",0.5,"0.588","0.412",50573224,50573225,"50573224: Taylor Hendricks / OVER 0.5 Blocks / 58.8%","50573225: Taylor Hendricks / UNDER 0.5 Blocks / 41.2%",0.5883,0.98,0.48,0.96,8.1,1.1,5.1,1.57,0.8,0.96,0.98,25,"PF","UTA","MEM"
"Kentavious Caldwell-Pope","Points",9.5,"0.433","0.567",50573336,50573337,"50573336: Kentavious Caldwell-Pope / OVER 9.5 Points / 43.3%","50573337: Kentavious Caldwell-Pope / UNDER 9.5 Points / 56.7%",0.5667,9.1,-0.40000000000000036,-0.04210526315789478,9.1,2,2.6,1.74,1.07,1.18,0.49,29.5,"SG","ORL","MIA"
"Kentavious Caldwell-Pope","Points + Assists",10.5,"0.517","0.483",50567734,50567735,"50567734: Kentavious Caldwell-Pope / OVER 10.5 Points + Assists / 51.7%","50567735: Kentavious Caldwell-Pope / UNDER 10.5 Points + Assists / 48.3%",0.5167999999999999,11.1,0.5999999999999996,0.057142857142857106,9.1,2,2.6,1.74,1.07,1.18,0.49,29.5,"SG","ORL","MIA"
"Kentavious Caldwell-Pope","Points + Rebounds",11.5,"0.480","0.520",50567758,50567759,"50567758: Kentavious Caldwell-Pope / OVER 11.5 Points + Rebounds / 48.0%","50567759: Kentavious Caldwell-Pope / UNDER 11.5 Points + Rebounds / 52.0%",0.5196,11.7,0.1999999999999993,0.017391304347826025,9.1,2,2.6,1.74,1.07,1.18,0.49,29.5,"SG","ORL","MIA"
"Kentavious Caldwell-Pope","Points + Assists + Rebounds",13.5,"0.486","0.514",50567810,50567811,"50567810: Kentavious Caldwell-Pope / OVER 13.5 Points + Assists + Rebounds / 48.6%","50567811: Kentavious Caldwell-Pope / UNDER 13.5 Points + Assists + Rebounds / 51.4%",0.5143,13.7,0.1999999999999993,0.014814814814814762,9.1,2,2.6,1.74,1.07,1.18,0.49,29.5,"SG","ORL","MIA"
"Walker Kessler","Points",7.5,"0.565","0.435",50563422,50563423,"50563422: Walker Kessler / OVER 7.5 Points / 56.5%","50563423: Walker Kessler / UNDER 7.5 Points / 43.5%",0.5649,8.7,1.1999999999999993,0.1599999999999999,8.7,1.2,8.3,0.05,1.02,0.47,3.28,25.5,"C","UTA","MEM"
"Walker Kessler","Blocks",2.5,"0.592","0.408",50567630,50567631,"50567630: Walker Kessler / OVER 2.5 Blocks / 59.2%","50567631: Walker Kessler / UNDER 2.5 Blocks / 40.8%",0.5924,3.28,0.7799999999999998,0.31199999999999994,8.7,1.2,8.3,0.05,1.02,0.47,3.28,25.5,"C","UTA","MEM"
"Walker Kessler","Points + Assists",8.5,"0.580","0.420",50567638,50567639,"50567638: Walker Kessler / OVER 8.5 Points + Assists / 58.0%","50567639: Walker Kessler / UNDER 8.5 Points + Assists / 42.0%",0.5801000000000001,9.899999999999999,1.3999999999999986,0.164705882352941,8.7,1.2,8.3,0.05,1.02,0.47,3.28,25.5,"C","UTA","MEM"
"Walker Kessler","Points + Rebounds",16.5,"0.495","0.505",50567658,50567659,"50567658: Walker Kessler / OVER 16.5 Points + Rebounds / 49.5%","50567659: Walker Kessler / UNDER 16.5 Points + Rebounds / 50.5%",0.5053,17,0.5,0.030303030303030304,8.7,1.2,8.3,0.05,1.02,0.47,3.28,25.5,"C","UTA","MEM"
"Walker Kessler","Assists + Rebounds",9.5,"0.470","0.530",50569840,50569841,"50569840: Walker Kessler / OVER 9.5 Assists + Rebounds / 47.0%","50569841: Walker Kessler / UNDER 9.5 Assists + Rebounds / 53.0%",0.5301,9.5,0,0,8.7,1.2,8.3,0.05,1.02,0.47,3.28,25.5,"C","UTA","MEM"
"Walker Kessler","Points + Assists + Rebounds",17.5,"0.502","0.498",50567696,50567697,"50567696: Walker Kessler / OVER 17.5 Points + Assists + Rebounds / 50.2%","50567697: Walker Kessler / UNDER 17.5 Points + Assists + Rebounds / 49.8%",0.5023,18.2,0.6999999999999993,0.03999999999999996,8.7,1.2,8.3,0.05,1.02,0.47,3.28,25.5,"C","UTA","MEM"
"Walker Kessler","Rebounds",8.5,"0.441","0.559",50570462,50570463,"50570462: Walker Kessler / OVER 8.5 Rebounds / 44.0%","50570463: Walker Kessler / UNDER 8.5 Rebounds / 56.0%",0.5595,8.3,-0.1999999999999993,-0.0235294117647058,8.7,1.2,8.3,0.05,1.02,0.47,3.28,25.5,"C","UTA","MEM"
