"player","statCategory","dkLine","probabilityOver","probabilityUnder","moreDraftableId","lessDraftableId","summaryMore","summaryLess","maxProb","etrLine","diff","percentageDiff","etrPoints","etrAssists","etrRebounds","etrThreePtMade","etrTurnovers","etrSteals","etrBlocks","etrMinutes","etrPosition","etrTeam","etrOpponent"
"Fred VanVleet","Points + Rebounds",20.5,"0.393","0.607",50567556,50567557,"50567556: Fred VanVleet / OVER 20.5 Points + Rebounds / 39.3%","50567557: Fred VanVleet / UNDER 20.5 Points + Rebounds / 60.7%",0.6068,19.3,-1.1999999999999993,-0.05853658536585363,15.8,7.6,3.5,2.97,1.68,1.46,0.71,35,"PG","HOU","CHA"
"Fred VanVleet","Points + Assists",24.5,"0.411","0.589",50567560,50567561,"50567560: Fred VanVleet / OVER 24.5 Points + Assists / 41.1%","50567561: Fred VanVleet / UNDER 24.5 Points + Assists / 58.9%",0.589,23.4,-1.1000000000000014,-0.04489795918367353,15.8,7.6,3.5,2.97,1.68,1.46,0.71,35,"PG","HOU","CHA"
"Fred VanVleet","Points + Assists + Rebounds",28.5,"0.389","0.611",50567566,50567567,"50567566: Fred VanVleet / OVER 28.5 Points + Assists + Rebounds / 38.9%","50567567: Fred VanVleet / UNDER 28.5 Points + Assists + Rebounds / 61.1%",0.6108,26.9,-1.6000000000000014,-0.05614035087719303,15.8,7.6,3.5,2.97,1.68,1.46,0.71,35,"PG","HOU","CHA"
"Brandon Miller","Points",18.5,"0.485","0.515",50563376,50563377,"50563376: Brandon Miller / OVER 18.5 Points / 48.5%","50563377: Brandon Miller / UNDER 18.5 Points / 51.5%",0.5148,18.6,0.10000000000000142,0.005405405405405482,18.6,2.8,4.7,2.76,1.64,1.02,0.57,33,"SG/SF","CHA","HOU"
"Brandon Miller","Points + Rebounds",22.5,"0.516","0.483",50567522,50567523,"50567522: Brandon Miller / OVER 22.5 Points + Rebounds / 51.6%","50567523: Brandon Miller / UNDER 22.5 Points + Rebounds / 48.4%",0.5165,23.3,0.8000000000000007,0.03555555555555559,18.6,2.8,4.7,2.76,1.64,1.02,0.57,33,"SG/SF","CHA","HOU"
"Brandon Miller","Points + Assists",20.5,"0.530","0.470",50567524,50567525,"50567524: Brandon Miller / OVER 20.5 Points + Assists / 53.0%","50567525: Brandon Miller / UNDER 20.5 Points + Assists / 47.0%",0.5299,21.400000000000002,0.9000000000000021,0.043902439024390345,18.6,2.8,4.7,2.76,1.64,1.02,0.57,33,"SG/SF","CHA","HOU"
"Brandon Miller","Assists + Rebounds",6.5,"0.600","0.400",50567530,50567531,"50567530: Brandon Miller / OVER 6.5 Assists + Rebounds / 60.0%","50567531: Brandon Miller / UNDER 6.5 Assists + Rebounds / 40.0%",0.5996,7.5,1,0.15384615384615385,18.6,2.8,4.7,2.76,1.64,1.02,0.57,33,"SG/SF","CHA","HOU"
"Brandon Miller","Points + Assists + Rebounds",24.5,"0.557","0.443",50567540,50567541,"50567540: Brandon Miller / OVER 24.5 Points + Assists + Rebounds / 55.7%","50567541: Brandon Miller / UNDER 24.5 Points + Assists + Rebounds / 44.3%",0.5568,26.1,1.6000000000000014,0.06530612244897965,18.6,2.8,4.7,2.76,1.64,1.02,0.57,33,"SG/SF","CHA","HOU"
"Brandon Miller","Blocks",0.5,"0.421","0.579",50573202,50573203,"50573202: Brandon Miller / OVER 0.5 Blocks / 42.1%","50573203: Brandon Miller / UNDER 0.5 Blocks / 57.9%",0.5793,0.57,0.06999999999999995,0.1399999999999999,18.6,2.8,4.7,2.76,1.64,1.02,0.57,33,"SG/SF","CHA","HOU"
"Jimmy Butler","Points",19.5,"0.375","0.625",50563450,50563451,"50563450: Jimmy Butler / OVER 19.5 Points / 37.5%","50563451: Jimmy Butler / UNDER 19.5 Points / 62.5%",0.6246,17.8,-1.6999999999999993,-0.08717948717948715,17.8,4,5.3,0.73,1.7,1.66,0.32,33,"SF/PF","MIA","ORL"
"Jimmy Butler","Rebounds",4.5,"0.586","0.414",50563454,50563455,"50563454: Jimmy Butler / OVER 4.5 Rebounds / 58.6%","50563455: Jimmy Butler / UNDER 4.5 Rebounds / 41.4%",0.5858,5.3,0.7999999999999998,0.17777777777777773,17.8,4,5.3,0.73,1.7,1.66,0.32,33,"SF/PF","MIA","ORL"
"Jimmy Butler","Points + Assists",23.5,"0.385","0.615",50569262,50569263,"50569262: Jimmy Butler / OVER 23.5 Points + Assists / 38.5%","50569263: Jimmy Butler / UNDER 23.5 Points + Assists / 61.5%",0.615,21.8,-1.6999999999999993,-0.07234042553191486,17.8,4,5.3,0.73,1.7,1.66,0.32,33,"SF/PF","MIA","ORL"
"Jimmy Butler","Points + Rebounds",23.5,"0.457","0.543",50567750,50567751,"50567750: Jimmy Butler / OVER 23.5 Points + Rebounds / 45.7%","50567751: Jimmy Butler / UNDER 23.5 Points + Rebounds / 54.3%",0.5434,23.1,-0.3999999999999986,-0.01702127659574462,17.8,4,5.3,0.73,1.7,1.66,0.32,33,"SF/PF","MIA","ORL"
"Jimmy Butler","Assists + Rebounds",8.5,"0.564","0.436",50572548,50572549,"50572548: Jimmy Butler / OVER 8.5 Assists + Rebounds / 56.4%","50572549: Jimmy Butler / UNDER 8.5 Assists + Rebounds / 43.6%",0.5635,9.3,0.8000000000000007,0.09411764705882361,17.8,4,5.3,0.73,1.7,1.66,0.32,33,"SF/PF","MIA","ORL"
"Jimmy Butler","Points + Assists + Rebounds",28.5,"0.409","0.591",50567774,50567775,"50567774: Jimmy Butler / OVER 28.5 Points + Assists + Rebounds / 40.9%","50567775: Jimmy Butler / UNDER 28.5 Points + Assists + Rebounds / 59.1%",0.5905,27.1,-1.3999999999999986,-0.04912280701754381,17.8,4,5.3,0.73,1.7,1.66,0.32,33,"SF/PF","MIA","ORL"
"Jimmy Butler","Assists",4.5,"0.357","0.643",50573236,50573237,"50573236: Jimmy Butler / OVER 4.5 Assists / 35.7%","50573237: Jimmy Butler / UNDER 4.5 Assists / 64.3%",0.643,4,-0.5,-0.1111111111111111,17.8,4,5.3,0.73,1.7,1.66,0.32,33,"SF/PF","MIA","ORL"
"Donovan Mitchell","Points",26.5,"0.443","0.557",50572618,50572619,"50572618: Donovan Mitchell / OVER 26.5 Points / 44.3%","50572619: Donovan Mitchell / UNDER 26.5 Points / 55.7%",0.5572,25.6,-0.8999999999999986,-0.03396226415094334,25.6,5.3,4.6,3.37,2.43,1.39,0.46,34,"SG/PG","CLE","TOR"
"Donovan Mitchell","Rebounds",4.5,"0.473","0.527",50563364,50563365,"50563364: Donovan Mitchell / OVER 4.5 Rebounds / 47.3%","50563365: Donovan Mitchell / UNDER 4.5 Rebounds / 52.7%",0.5268,4.6,0.09999999999999964,0.022222222222222143,25.6,5.3,4.6,3.37,2.43,1.39,0.46,34,"SG/PG","CLE","TOR"
"Donovan Mitchell","Assists",5.5,"0.436","0.564",50563366,50563367,"50563366: Donovan Mitchell / OVER 5.5 Assists / 43.6%","50563367: Donovan Mitchell / UNDER 5.5 Assists / 56.4%",0.5644,5.3,-0.20000000000000018,-0.0363636363636364,25.6,5.3,4.6,3.37,2.43,1.39,0.46,34,"SG/PG","CLE","TOR"
"Donovan Mitchell","Steals",1.5,"0.399","0.601",50567360,50567361,"50567360: Donovan Mitchell / OVER 1.5 Steals / 39.9%","50567361: Donovan Mitchell / UNDER 1.5 Steals / 60.1%",0.6012,1.39,-0.1100000000000001,-0.0733333333333334,25.6,5.3,4.6,3.37,2.43,1.39,0.46,34,"SG/PG","CLE","TOR"
"Donovan Mitchell","Points + Assists",31.5,"0.460","0.540",50567364,50567365,"50567364: Donovan Mitchell / OVER 31.5 Points + Assists / 46.0%","50567365: Donovan Mitchell / UNDER 31.5 Points + Assists / 54.0%",0.5404,30.900000000000002,-0.5999999999999979,-0.01904761904761898,25.6,5.3,4.6,3.37,2.43,1.39,0.46,34,"SG/PG","CLE","TOR"
"Donovan Mitchell","Points + Rebounds",30.5,"0.470","0.530",50567402,50567403,"50567402: Donovan Mitchell / OVER 30.5 Points + Rebounds / 47.0%","50567403: Donovan Mitchell / UNDER 30.5 Points + Rebounds / 53.0%",0.5303,30.200000000000003,-0.29999999999999716,-0.009836065573770399,25.6,5.3,4.6,3.37,2.43,1.39,0.46,34,"SG/PG","CLE","TOR"
"Donovan Mitchell","Points + Assists + Rebounds",36.5,"0.443","0.557",50567406,50567407,"50567406: Donovan Mitchell / OVER 36.5 Points + Assists + Rebounds / 44.3%","50567407: Donovan Mitchell / UNDER 36.5 Points + Assists + Rebounds / 55.7%",0.557,35.5,-1,-0.0273972602739726,25.6,5.3,4.6,3.37,2.43,1.39,0.46,34,"SG/PG","CLE","TOR"
"Donovan Mitchell","Turnovers",2.5,"0.431","0.569",50573152,50573153,"50573152: Donovan Mitchell / OVER 2.5 Turnovers / 43.1%","50573153: Donovan Mitchell / UNDER 2.5 Turnovers / 56.9%",0.5685,2.43,-0.06999999999999984,-0.027999999999999935,25.6,5.3,4.6,3.37,2.43,1.39,0.46,34,"SG/PG","CLE","TOR"
"Keyonte George","Points",14.5,"0.412","0.588",50563428,50563429,"50563428: Keyonte George / OVER 14.5 Points / 41.2%","50563429: Keyonte George / UNDER 14.5 Points / 58.8%",0.5884,13.7,-0.8000000000000007,-0.055172413793103496,13.7,5.6,3.1,2.15,2.32,0.58,0.21,30,"PG/SG","UTA","MEM"
"Keyonte George","Points + Rebounds",17.5,"0.420","0.580",50567676,50567677,"50567676: Keyonte George / OVER 17.5 Points + Rebounds / 42.0%","50567677: Keyonte George / UNDER 17.5 Points + Rebounds / 58.0%",0.5804,16.8,-0.6999999999999993,-0.03999999999999996,13.7,5.6,3.1,2.15,2.32,0.58,0.21,30,"PG/SG","UTA","MEM"
"Keyonte George","Assists + Rebounds",7.5,"0.609","0.391",50567694,50567695,"50567694: Keyonte George / OVER 7.5 Assists + Rebounds / 60.9%","50567695: Keyonte George / UNDER 7.5 Assists + Rebounds / 39.1%",0.6087,8.7,1.1999999999999993,0.1599999999999999,13.7,5.6,3.1,2.15,2.32,0.58,0.21,30,"PG/SG","UTA","MEM"
"Keyonte George","Points + Assists + Rebounds",22.5,"0.459","0.541",50567700,50567701,"50567700: Keyonte George / OVER 22.5 Points + Assists + Rebounds / 45.9%","50567701: Keyonte George / UNDER 22.5 Points + Assists + Rebounds / 54.1%",0.5408,22.4,-0.10000000000000142,-0.004444444444444508,13.7,5.6,3.1,2.15,2.32,0.58,0.21,30,"PG/SG","UTA","MEM"
"Keyonte George","Points + Assists",19.5,"0.460","0.540",50567712,50567713,"50567712: Keyonte George / OVER 19.5 Points + Assists / 46.0%","50567713: Keyonte George / UNDER 19.5 Points + Assists / 54.0%",0.5402,19.299999999999997,-0.20000000000000284,-0.010256410256410402,13.7,5.6,3.1,2.15,2.32,0.58,0.21,30,"PG/SG","UTA","MEM"
"Keyonte George","Rebounds",2.5,"0.578","0.422",50570464,50570465,"50570464: Keyonte George / OVER 2.5 Rebounds / 57.8%","50570465: Keyonte George / UNDER 2.5 Rebounds / 42.2%",0.5778,3.1,0.6000000000000001,0.24000000000000005,13.7,5.6,3.1,2.15,2.32,0.58,0.21,30,"PG/SG","UTA","MEM"
"Jabari Smith Jr.","Points",12.5,"0.461","0.539",50566318,50566319,"50566318: Jabari Smith Jr. / OVER 12.5 Points / 46.1%","50566319: Jabari Smith Jr. / UNDER 12.5 Points / 53.9%",0.5394,12.3,-0.1999999999999993,-0.015999999999999945,12.3,1.4,6.8,1.61,1.07,0.61,0.72,28.5,"PF","HOU","CHA"
"Jabari Smith Jr.","Rebounds",7.5,"0.380","0.620",50563394,50563395,"50563394: Jabari Smith Jr. / OVER 7.5 Rebounds / 38.0%","50563395: Jabari Smith Jr. / UNDER 7.5 Rebounds / 62.0%",0.6203,6.8,-0.7000000000000002,-0.09333333333333335,12.3,1.4,6.8,1.61,1.07,0.61,0.72,28.5,"PF","HOU","CHA"
"Jabari Smith Jr.","Assists",1.5,"0.400","0.600",50567488,50567489,"50567488: Jabari Smith Jr. / OVER 1.5 Assists / 40.0%","50567489: Jabari Smith Jr. / UNDER 1.5 Assists / 60.0%",0.5995,1.4,-0.10000000000000009,-0.06666666666666672,12.3,1.4,6.8,1.61,1.07,0.61,0.72,28.5,"PF","HOU","CHA"
"Jabari Smith Jr.","Blocks",0.5,"0.486","0.514",50567496,50567497,"50567496: Jabari Smith Jr. / OVER 0.5 Blocks / 48.6%","50567497: Jabari Smith Jr. / UNDER 0.5 Blocks / 51.4%",0.5145,0.72,0.21999999999999997,0.43999999999999995,12.3,1.4,6.8,1.61,1.07,0.61,0.72,28.5,"PF","HOU","CHA"
"Jabari Smith Jr.","Steals",0.5,"0.471","0.529",50567498,50567499,"50567498: Jabari Smith Jr. / OVER 0.5 Steals / 47.1%","50567499: Jabari Smith Jr. / UNDER 0.5 Steals / 52.9%",0.5295,0.61,0.10999999999999999,0.21999999999999997,12.3,1.4,6.8,1.61,1.07,0.61,0.72,28.5,"PF","HOU","CHA"
"Jabari Smith Jr.","Points + Assists",14.5,"0.424","0.576",50567510,50567511,"50567510: Jabari Smith Jr. / OVER 14.5 Points + Assists / 42.4%","50567511: Jabari Smith Jr. / UNDER 14.5 Points + Assists / 57.6%",0.5764,13.700000000000001,-0.7999999999999989,-0.05517241379310338,12.3,1.4,6.8,1.61,1.07,0.61,0.72,28.5,"PF","HOU","CHA"
"Jabari Smith Jr.","Points + Rebounds",20.5,"0.392","0.608",50567514,50567515,"50567514: Jabari Smith Jr. / OVER 20.5 Points + Rebounds / 39.2%","50567515: Jabari Smith Jr. / UNDER 20.5 Points + Rebounds / 60.8%",0.6082,19.1,-1.3999999999999986,-0.0682926829268292,12.3,1.4,6.8,1.61,1.07,0.61,0.72,28.5,"PF","HOU","CHA"
"Jabari Smith Jr.","Assists + Rebounds",9.5,"0.326","0.674",50567568,50567569,"50567568: Jabari Smith Jr. / OVER 9.5 Assists + Rebounds / 32.6%","50567569: Jabari Smith Jr. / UNDER 9.5 Assists + Rebounds / 67.4%",0.6737,8.2,-1.3000000000000007,-0.13684210526315796,12.3,1.4,6.8,1.61,1.07,0.61,0.72,28.5,"PF","HOU","CHA"
"Jabari Smith Jr.","Points + Assists + Rebounds",21.5,"0.414","0.586",50569372,50569373,"50569372: Jabari Smith Jr. / OVER 21.5 Points + Assists + Rebounds / 41.4%","50569373: Jabari Smith Jr. / UNDER 21.5 Points + Assists + Rebounds / 58.6%",0.5863,20.5,-1,-0.046511627906976744,12.3,1.4,6.8,1.61,1.07,0.61,0.72,28.5,"PF","HOU","CHA"
"Darius Garland","Points",18.5,"0.447","0.553",50563360,50563361,"50563360: Darius Garland / OVER 18.5 Points / 44.7%","50563361: Darius Garland / UNDER 18.5 Points / 55.3%",0.5531,18,-0.5,-0.02702702702702703,18,6.9,2.7,2.35,2.8,1.18,0.14,33.5,"PG","CLE","TOR"
"Darius Garland","Assists",7.5,"0.391","0.609",50565602,50565603,"50565602: Darius Garland / OVER 7.5 Assists / 39.1%","50565603: Darius Garland / UNDER 7.5 Assists / 60.9%",0.6089,6.9,-0.5999999999999996,-0.07999999999999995,18,6.9,2.7,2.35,2.8,1.18,0.14,33.5,"PG","CLE","TOR"
"Darius Garland","Points + Rebounds",21.5,"0.434","0.566",50567378,50567379,"50567378: Darius Garland / OVER 21.5 Points + Rebounds / 43.5%","50567379: Darius Garland / UNDER 21.5 Points + Rebounds / 56.5%",0.5655,20.7,-0.8000000000000007,-0.03720930232558143,18,6.9,2.7,2.35,2.8,1.18,0.14,33.5,"PG","CLE","TOR"
"Darius Garland","Points + Assists",25.5,"0.454","0.546",50567380,50567381,"50567380: Darius Garland / OVER 25.5 Points + Assists / 45.4%","50567381: Darius Garland / UNDER 25.5 Points + Assists / 54.6%",0.5463,24.9,-0.6000000000000014,-0.023529411764705938,18,6.9,2.7,2.35,2.8,1.18,0.14,33.5,"PG","CLE","TOR"
"Darius Garland","Assists + Rebounds",10.5,"0.373","0.627",50567398,50567399,"50567398: Darius Garland / OVER 10.5 Assists + Rebounds / 37.3%","50567399: Darius Garland / UNDER 10.5 Assists + Rebounds / 62.7%",0.6267,9.600000000000001,-0.8999999999999986,-0.08571428571428558,18,6.9,2.7,2.35,2.8,1.18,0.14,33.5,"PG","CLE","TOR"
"Darius Garland","Points + Assists + Rebounds",28.5,"0.427","0.573",50568834,50568835,"50568834: Darius Garland / OVER 28.5 Points + Assists + Rebounds / 42.7%","50568835: Darius Garland / UNDER 28.5 Points + Assists + Rebounds / 57.3%",0.5726,27.6,-0.8999999999999986,-0.031578947368421005,18,6.9,2.7,2.35,2.8,1.18,0.14,33.5,"PG","CLE","TOR"
"LaMelo Ball","Points",23.5,"0.430","0.570",50563390,50563391,"50563390: LaMelo Ball / OVER 23.5 Points / 43.0%","50563391: LaMelo Ball / UNDER 23.5 Points / 57.0%",0.5699,22.6,-0.8999999999999986,-0.03829787234042547,22.6,8.2,5.8,3.13,3.5,1.71,0.32,33,"PG","CHA","HOU"
"LaMelo Ball","Assists",7.5,"0.566","0.434",50563392,50563393,"50563392: LaMelo Ball / OVER 7.5 Assists / 56.6%","50563393: LaMelo Ball / UNDER 7.5 Assists / 43.4%",0.5661,8.2,0.6999999999999993,0.09333333333333324,22.6,8.2,5.8,3.13,3.5,1.71,0.32,33,"PG","CHA","HOU"
"LaMelo Ball","Rebounds",4.5,"0.663","0.337",50568866,50568867,"50568866: LaMelo Ball / OVER 4.5 Rebounds / 66.3%","50568867: LaMelo Ball / UNDER 4.5 Rebounds / 33.7%",0.6626000000000001,5.8,1.2999999999999998,0.28888888888888886,22.6,8.2,5.8,3.13,3.5,1.71,0.32,33,"PG","CHA","HOU"
"LaMelo Ball","Steals",1.5,"0.507","0.493",50567500,50567501,"50567500: LaMelo Ball / OVER 1.5 Steals / 50.7%","50567501: LaMelo Ball / UNDER 1.5 Steals / 49.3%",0.5071,1.71,0.20999999999999996,0.13999999999999999,22.6,8.2,5.8,3.13,3.5,1.71,0.32,33,"PG","CHA","HOU"
"LaMelo Ball","Points + Rebounds",28.5,"0.473","0.527",50567532,50567533,"50567532: LaMelo Ball / OVER 28.5 Points + Rebounds / 47.3%","50567533: LaMelo Ball / UNDER 28.5 Points + Rebounds / 52.7%",0.527,28.400000000000002,-0.09999999999999787,-0.0035087719298244864,22.6,8.2,5.8,3.13,3.5,1.71,0.32,33,"PG","CHA","HOU"
"LaMelo Ball","Assists + Rebounds",12.5,"0.614","0.386",50567546,50567547,"50567546: LaMelo Ball / OVER 12.5 Assists + Rebounds / 61.4%","50567547: LaMelo Ball / UNDER 12.5 Assists + Rebounds / 38.6%",0.6135999999999999,14,1.5,0.12,22.6,8.2,5.8,3.13,3.5,1.71,0.32,33,"PG","CHA","HOU"
"LaMelo Ball","Points + Assists + Rebounds",36.5,"0.485","0.515",50567550,50567551,"50567550: LaMelo Ball / OVER 36.5 Points + Assists + Rebounds / 48.5%","50567551: LaMelo Ball / UNDER 36.5 Points + Assists + Rebounds / 51.5%",0.5147,36.6,0.10000000000000142,0.0027397260273972993,22.6,8.2,5.8,3.13,3.5,1.71,0.32,33,"PG","CHA","HOU"
"LaMelo Ball","Points + Assists",30.5,"0.494","0.506",50571272,50571273,"50571272: LaMelo Ball / OVER 30.5 Points + Assists / 49.4%","50571273: LaMelo Ball / UNDER 30.5 Points + Assists / 50.6%",0.5064,30.8,0.3000000000000007,0.009836065573770515,22.6,8.2,5.8,3.13,3.5,1.71,0.32,33,"PG","CHA","HOU"
"Jordan Clarkson","Points",15.5,"0.403","0.597",50563416,50563417,"50563416: Jordan Clarkson / OVER 15.5 Points / 40.3%","50563417: Jordan Clarkson / UNDER 15.5 Points / 59.7%",0.597,14.4,-1.0999999999999996,-0.07096774193548384,14.4,4.7,3,1.65,2.18,0.61,0.19,26.5,"PG/SG","UTA","MEM"
"Jordan Clarkson","Steals",0.5,"0.428","0.572",50567626,50567627,"50567626: Jordan Clarkson / OVER 0.5 Steals / 42.8%","50567627: Jordan Clarkson / UNDER 0.5 Steals / 57.2%",0.572,0.61,0.10999999999999999,0.21999999999999997,14.4,4.7,3,1.65,2.18,0.61,0.19,26.5,"PG/SG","UTA","MEM"
"Jordan Clarkson","Points + Assists",21.5,"0.336","0.664",50569760,50569761,"50569760: Jordan Clarkson / OVER 21.5 Points + Assists / 33.6%","50569761: Jordan Clarkson / UNDER 21.5 Points + Assists / 66.4%",0.6637,19.1,-2.3999999999999986,-0.11162790697674412,14.4,4.7,3,1.65,2.18,0.61,0.19,26.5,"PG/SG","UTA","MEM"
"Jordan Clarkson","Points + Rebounds",19.5,"0.349","0.651",50573034,50573035,"50573034: Jordan Clarkson / OVER 19.5 Points + Rebounds / 34.9%","50573035: Jordan Clarkson / UNDER 19.5 Points + Rebounds / 65.1%",0.6506,17.4,-2.1000000000000014,-0.10769230769230777,14.4,4.7,3,1.65,2.18,0.61,0.19,26.5,"PG/SG","UTA","MEM"
"Jordan Clarkson","Assists + Rebounds",8.5,"0.367","0.633",50567680,50567681,"50567680: Jordan Clarkson / OVER 8.5 Assists + Rebounds / 36.7%","50567681: Jordan Clarkson / UNDER 8.5 Assists + Rebounds / 63.3%",0.6332,7.7,-0.7999999999999998,-0.09411764705882351,14.4,4.7,3,1.65,2.18,0.61,0.19,26.5,"PG/SG","UTA","MEM"
"Jordan Clarkson","Points + Assists + Rebounds",24.5,"0.345","0.655",50569182,50569183,"50569182: Jordan Clarkson / OVER 24.5 Points + Assists + Rebounds / 34.5%","50569183: Jordan Clarkson / UNDER 24.5 Points + Assists + Rebounds / 65.5%",0.6546,22.099999999999998,-2.400000000000002,-0.09795918367346948,14.4,4.7,3,1.65,2.18,0.61,0.19,26.5,"PG/SG","UTA","MEM"
"Bam Adebayo","Points",16.5,"0.498","0.502",50563434,50563435,"50563434: Bam Adebayo / OVER 16.5 Points / 49.8%","50563435: Bam Adebayo / UNDER 16.5 Points / 50.2%",0.5021,16.9,0.3999999999999986,0.024242424242424156,16.9,3.6,9.6,0.57,2.24,1.14,0.93,33.5,"C","MIA","ORL"
"Bam Adebayo","Rebounds",9.5,"0.473","0.527",50571736,50571737,"50571736: Bam Adebayo / OVER 9.5 Rebounds / 47.3%","50571737: Bam Adebayo / UNDER 9.5 Rebounds / 52.7%",0.5268,9.6,0.09999999999999964,0.010526315789473648,16.9,3.6,9.6,0.57,2.24,1.14,0.93,33.5,"C","MIA","ORL"
"Bam Adebayo","Points + Assists",19.5,"0.535","0.465",50569264,50569265,"50569264: Bam Adebayo / OVER 19.5 Points + Assists / 53.5%","50569265: Bam Adebayo / UNDER 19.5 Points + Assists / 46.5%",0.5347999999999999,20.5,1,0.05128205128205128,16.9,3.6,9.6,0.57,2.24,1.14,0.93,33.5,"C","MIA","ORL"
"Bam Adebayo","Assists + Rebounds",12.5,"0.537","0.463",50571748,50571749,"50571748: Bam Adebayo / OVER 12.5 Assists + Rebounds / 53.7%","50571749: Bam Adebayo / UNDER 12.5 Assists + Rebounds / 46.3%",0.5373,13.2,0.6999999999999993,0.055999999999999946,16.9,3.6,9.6,0.57,2.24,1.14,0.93,33.5,"C","MIA","ORL"
"Bam Adebayo","Points + Assists + Rebounds",29.5,"0.514","0.486",50571550,50571551,"50571550: Bam Adebayo / OVER 29.5 Points + Assists + Rebounds / 51.4%","50571551: Bam Adebayo / UNDER 29.5 Points + Assists + Rebounds / 48.6%",0.5135000000000001,30.1,0.6000000000000014,0.020338983050847505,16.9,3.6,9.6,0.57,2.24,1.14,0.93,33.5,"C","MIA","ORL"
"Bam Adebayo","Points + Rebounds",26.5,"0.481","0.519",50569274,50569275,"50569274: Bam Adebayo / OVER 26.5 Points + Rebounds / 48.1%","50569275: Bam Adebayo / UNDER 26.5 Points + Rebounds / 51.9%",0.519,26.5,0,0,16.9,3.6,9.6,0.57,2.24,1.14,0.93,33.5,"C","MIA","ORL"
"Coby White","Points",17.5,"0.473","0.527",50571780,50571781,"50571780: Coby White / OVER 17.5 Points / 47.3%","50571781: Coby White / UNDER 17.5 Points / 52.7%",0.5267,17.6,0.10000000000000142,0.005714285714285796,17.6,4.1,3.6,2.87,1.86,0.62,0.17,32,"SG/PG","CHI","NOP"
"Coby White","Rebounds",3.5,"0.475","0.525",50567580,50567581,"50567580: Coby White / OVER 3.5 Rebounds / 47.5%","50567581: Coby White / UNDER 3.5 Rebounds / 52.5%",0.5249,3.6,0.10000000000000009,0.0285714285714286,17.6,4.1,3.6,2.87,1.86,0.62,0.17,32,"SG/PG","CHI","NOP"
"Coby White","Points + Assists",22.5,"0.430","0.570",50572216,50572217,"50572216: Coby White / OVER 22.5 Points + Assists / 43.0%","50572217: Coby White / UNDER 22.5 Points + Assists / 57.0%",0.5696,21.700000000000003,-0.7999999999999972,-0.03555555555555543,17.6,4.1,3.6,2.87,1.86,0.62,0.17,32,"SG/PG","CHI","NOP"
"Coby White","Points + Rebounds",21.5,"0.447","0.553",50571792,50571793,"50571792: Coby White / OVER 21.5 Points + Rebounds / 44.7%","50571793: Coby White / UNDER 21.5 Points + Rebounds / 55.3%",0.5527,21.200000000000003,-0.29999999999999716,-0.013953488372092891,17.6,4.1,3.6,2.87,1.86,0.62,0.17,32,"SG/PG","CHI","NOP"
"Coby White","Points + Assists + Rebounds",25.5,"0.456","0.544",50571782,50571783,"50571782: Coby White / OVER 25.5 Points + Assists + Rebounds / 45.6%","50571783: Coby White / UNDER 25.5 Points + Assists + Rebounds / 54.4%",0.5444,25.300000000000004,-0.19999999999999574,-0.007843137254901794,17.6,4.1,3.6,2.87,1.86,0.62,0.17,32,"SG/PG","CHI","NOP"
"Coby White","Assists + Rebounds",7.5,"0.486","0.514",50567610,50567611,"50567610: Coby White / OVER 7.5 Assists + Rebounds / 48.6%","50567611: Coby White / UNDER 7.5 Assists + Rebounds / 51.4%",0.5144,7.699999999999999,0.1999999999999993,0.02666666666666657,17.6,4.1,3.6,2.87,1.86,0.62,0.17,32,"SG/PG","CHI","NOP"
"Nikola Jovic","Points",7.5,"0.547","0.453",50563430,50563431,"50563430: Nikola Jovic / OVER 7.5 Points / 54.8%","50563431: Nikola Jovic / UNDER 7.5 Points / 45.3%",0.5475,8.5,1,0.13333333333333333,8.5,2.1,4.7,1.48,1.22,0.79,0.39,26,"PF","MIA","ORL"
"Nikola Jovic","Rebounds",4.5,"0.500","0.500",50563462,50563463,"50563462: Nikola Jovic / OVER 4.5 Rebounds / 50.0%","50563463: Nikola Jovic / UNDER 4.5 Rebounds / 50.0%",0.5005,4.7,0.20000000000000018,0.04444444444444448,8.5,2.1,4.7,1.48,1.22,0.79,0.39,26,"PF","MIA","ORL"
"Nikola Jovic","Points + Assists",9.5,"0.552","0.448",50569280,50569281,"50569280: Nikola Jovic / OVER 9.5 Points + Assists / 55.3%","50569281: Nikola Jovic / UNDER 9.5 Points + Assists / 44.8%",0.5525,10.6,1.0999999999999996,0.11578947368421048,8.5,2.1,4.7,1.48,1.22,0.79,0.39,26,"PF","MIA","ORL"
"Nikola Jovic","Points + Rebounds",12.5,"0.515","0.485",50567752,50567753,"50567752: Nikola Jovic / OVER 12.5 Points + Rebounds / 51.5%","50567753: Nikola Jovic / UNDER 12.5 Points + Rebounds / 48.5%",0.5153,13.2,0.6999999999999993,0.055999999999999946,8.5,2.1,4.7,1.48,1.22,0.79,0.39,26,"PF","MIA","ORL"
"Nikola Jovic","Assists + Rebounds",6.5,"0.507","0.493",50567760,50567761,"50567760: Nikola Jovic / OVER 6.5 Assists + Rebounds / 50.7%","50567761: Nikola Jovic / UNDER 6.5 Assists + Rebounds / 49.3%",0.5071,6.800000000000001,0.3000000000000007,0.04615384615384626,8.5,2.1,4.7,1.48,1.22,0.79,0.39,26,"PF","MIA","ORL"
